1817587,"AUC (0 to infinity) in C57BL/6 mouse at 1 mg/kg, iv",CHEMBL5040200,ChEMBL,ChEMBL,,,1,,2023/03/14 00:00,2023/03/14 00:00,"Title: Discovery of M-1121 as an Orally Active Covalent Inhibitor of Menin-MLL Interaction Capable of Achieving Complete and Long-Lasting Tumor Regression._||_Abstract: Targeting the menin-MLL protein-protein interaction is being pursued as a new therapeutic strategy for the treatment of acute leukemia carrying MLL-rearrangements (MLLr leukemia). Herein, we report M-1121, a covalent and orally active inhibitor of the menin-MLL interaction capable of achieving complete and persistent tumor regression. M-1121 establishes covalent interactions with Cysteine 329 located in the MLL binding pocket of menin and potently inhibits growth of acute leukemia cell lines carrying MLL translocations with no activity in cell lines with wild-type MLL. Consistent with the mechanism of action, M-1121 drives dose-dependent down-regulation of <i>HOXA9</i> and <i>MEIS1</i> gene expression in the MLL-rearranged MV4;11 leukemia cell line. M-1121 is orally bioavailable and shows potent antitumor activity <i>in vivo</i> with tumor regressions observed at tolerated doses in the MV4;11 subcutaneous and disseminated models of MLL-rearranged leukemia. Together, our findings support development of an orally active covalent menin inhibitor as a new therapy for MLLr leukemia. "
1817586,"Volume of distribution at steady state in C57BL/6 mouse at 1 mg/kg, iv",CHEMBL5040199,ChEMBL,ChEMBL,,,1,,2023/03/14 00:00,2023/03/14 00:00,"Title: Discovery of M-1121 as an Orally Active Covalent Inhibitor of Menin-MLL Interaction Capable of Achieving Complete and Long-Lasting Tumor Regression._||_Abstract: Targeting the menin-MLL protein-protein interaction is being pursued as a new therapeutic strategy for the treatment of acute leukemia carrying MLL-rearrangements (MLLr leukemia). Herein, we report M-1121, a covalent and orally active inhibitor of the menin-MLL interaction capable of achieving complete and persistent tumor regression. M-1121 establishes covalent interactions with Cysteine 329 located in the MLL binding pocket of menin and potently inhibits growth of acute leukemia cell lines carrying MLL translocations with no activity in cell lines with wild-type MLL. Consistent with the mechanism of action, M-1121 drives dose-dependent down-regulation of <i>HOXA9</i> and <i>MEIS1</i> gene expression in the MLL-rearranged MV4;11 leukemia cell line. M-1121 is orally bioavailable and shows potent antitumor activity <i>in vivo</i> with tumor regressions observed at tolerated doses in the MV4;11 subcutaneous and disseminated models of MLL-rearranged leukemia. Together, our findings support development of an orally active covalent menin inhibitor as a new therapy for MLLr leukemia. "
1817585,"Clearance in C57BL/6 mouse at 1 mg/kg, iv",CHEMBL5040198,ChEMBL,ChEMBL,,,1,,2023/03/14 00:00,2023/03/14 00:00,"Title: Discovery of M-1121 as an Orally Active Covalent Inhibitor of Menin-MLL Interaction Capable of Achieving Complete and Long-Lasting Tumor Regression._||_Abstract: Targeting the menin-MLL protein-protein interaction is being pursued as a new therapeutic strategy for the treatment of acute leukemia carrying MLL-rearrangements (MLLr leukemia). Herein, we report M-1121, a covalent and orally active inhibitor of the menin-MLL interaction capable of achieving complete and persistent tumor regression. M-1121 establishes covalent interactions with Cysteine 329 located in the MLL binding pocket of menin and potently inhibits growth of acute leukemia cell lines carrying MLL translocations with no activity in cell lines with wild-type MLL. Consistent with the mechanism of action, M-1121 drives dose-dependent down-regulation of <i>HOXA9</i> and <i>MEIS1</i> gene expression in the MLL-rearranged MV4;11 leukemia cell line. M-1121 is orally bioavailable and shows potent antitumor activity <i>in vivo</i> with tumor regressions observed at tolerated doses in the MV4;11 subcutaneous and disseminated models of MLL-rearranged leukemia. Together, our findings support development of an orally active covalent menin inhibitor as a new therapy for MLLr leukemia. "
1817584,Binding affinity to recombinant human menin protein assessed as covalent complex formation measured after overnight incubation by LC/MS analysis,CHEMBL5040197,ChEMBL,ChEMBL,,,8,1,2023/03/14 00:00,2023/03/14 00:00,"Title: Discovery of M-1121 as an Orally Active Covalent Inhibitor of Menin-MLL Interaction Capable of Achieving Complete and Long-Lasting Tumor Regression._||_Abstract: Targeting the menin-MLL protein-protein interaction is being pursued as a new therapeutic strategy for the treatment of acute leukemia carrying MLL-rearrangements (MLLr leukemia). Herein, we report M-1121, a covalent and orally active inhibitor of the menin-MLL interaction capable of achieving complete and persistent tumor regression. M-1121 establishes covalent interactions with Cysteine 329 located in the MLL binding pocket of menin and potently inhibits growth of acute leukemia cell lines carrying MLL translocations with no activity in cell lines with wild-type MLL. Consistent with the mechanism of action, M-1121 drives dose-dependent down-regulation of <i>HOXA9</i> and <i>MEIS1</i> gene expression in the MLL-rearranged MV4;11 leukemia cell line. M-1121 is orally bioavailable and shows potent antitumor activity <i>in vivo</i> with tumor regressions observed at tolerated doses in the MV4;11 subcutaneous and disseminated models of MLL-rearranged leukemia. Together, our findings support development of an orally active covalent menin inhibitor as a new therapy for MLLr leukemia. "
1817583,Binding affinity to recombinant human menin protein assessed as covalent complex formation incubated for 1 hrs by LC/MS analysis,CHEMBL5040196,ChEMBL,ChEMBL,,,8,1,2023/03/14 00:00,2023/03/14 00:00,"Title: Discovery of M-1121 as an Orally Active Covalent Inhibitor of Menin-MLL Interaction Capable of Achieving Complete and Long-Lasting Tumor Regression._||_Abstract: Targeting the menin-MLL protein-protein interaction is being pursued as a new therapeutic strategy for the treatment of acute leukemia carrying MLL-rearrangements (MLLr leukemia). Herein, we report M-1121, a covalent and orally active inhibitor of the menin-MLL interaction capable of achieving complete and persistent tumor regression. M-1121 establishes covalent interactions with Cysteine 329 located in the MLL binding pocket of menin and potently inhibits growth of acute leukemia cell lines carrying MLL translocations with no activity in cell lines with wild-type MLL. Consistent with the mechanism of action, M-1121 drives dose-dependent down-regulation of <i>HOXA9</i> and <i>MEIS1</i> gene expression in the MLL-rearranged MV4;11 leukemia cell line. M-1121 is orally bioavailable and shows potent antitumor activity <i>in vivo</i> with tumor regressions observed at tolerated doses in the MV4;11 subcutaneous and disseminated models of MLL-rearranged leukemia. Together, our findings support development of an orally active covalent menin inhibitor as a new therapy for MLLr leukemia. "
1817582,Binding affinity to recombinant human menin protein assessed as covalent complex formation incubated for 30 mins by LC/MS analysis,CHEMBL5040195,ChEMBL,ChEMBL,,,8,1,2023/03/14 00:00,2023/03/14 00:00,"Title: Discovery of M-1121 as an Orally Active Covalent Inhibitor of Menin-MLL Interaction Capable of Achieving Complete and Long-Lasting Tumor Regression._||_Abstract: Targeting the menin-MLL protein-protein interaction is being pursued as a new therapeutic strategy for the treatment of acute leukemia carrying MLL-rearrangements (MLLr leukemia). Herein, we report M-1121, a covalent and orally active inhibitor of the menin-MLL interaction capable of achieving complete and persistent tumor regression. M-1121 establishes covalent interactions with Cysteine 329 located in the MLL binding pocket of menin and potently inhibits growth of acute leukemia cell lines carrying MLL translocations with no activity in cell lines with wild-type MLL. Consistent with the mechanism of action, M-1121 drives dose-dependent down-regulation of <i>HOXA9</i> and <i>MEIS1</i> gene expression in the MLL-rearranged MV4;11 leukemia cell line. M-1121 is orally bioavailable and shows potent antitumor activity <i>in vivo</i> with tumor regressions observed at tolerated doses in the MV4;11 subcutaneous and disseminated models of MLL-rearranged leukemia. Together, our findings support development of an orally active covalent menin inhibitor as a new therapy for MLLr leukemia. "
1817581,Binding affinity to recombinant human menin protein assessed as covalent complex formation incubated for 10 mins by LC/MS analysis,CHEMBL5040194,ChEMBL,ChEMBL,,,8,1,2023/03/14 00:00,2023/03/14 00:00,"Title: Discovery of M-1121 as an Orally Active Covalent Inhibitor of Menin-MLL Interaction Capable of Achieving Complete and Long-Lasting Tumor Regression._||_Abstract: Targeting the menin-MLL protein-protein interaction is being pursued as a new therapeutic strategy for the treatment of acute leukemia carrying MLL-rearrangements (MLLr leukemia). Herein, we report M-1121, a covalent and orally active inhibitor of the menin-MLL interaction capable of achieving complete and persistent tumor regression. M-1121 establishes covalent interactions with Cysteine 329 located in the MLL binding pocket of menin and potently inhibits growth of acute leukemia cell lines carrying MLL translocations with no activity in cell lines with wild-type MLL. Consistent with the mechanism of action, M-1121 drives dose-dependent down-regulation of <i>HOXA9</i> and <i>MEIS1</i> gene expression in the MLL-rearranged MV4;11 leukemia cell line. M-1121 is orally bioavailable and shows potent antitumor activity <i>in vivo</i> with tumor regressions observed at tolerated doses in the MV4;11 subcutaneous and disseminated models of MLL-rearranged leukemia. Together, our findings support development of an orally active covalent menin inhibitor as a new therapy for MLLr leukemia. "
1817580,Anti-proliferative activity against human MOLM-13 cells harboring MLL/AF9 fusion protein assessed as cell growth inhibition measured after 4 days by Cell Titre Glo Luminescent Cell viability assay,CHEMBL5040193,ChEMBL,ChEMBL,Confirmatory,19,20,,2023/03/14 00:00,2023/03/14 00:00,"Title: Discovery of M-1121 as an Orally Active Covalent Inhibitor of Menin-MLL Interaction Capable of Achieving Complete and Long-Lasting Tumor Regression._||_Abstract: Targeting the menin-MLL protein-protein interaction is being pursued as a new therapeutic strategy for the treatment of acute leukemia carrying MLL-rearrangements (MLLr leukemia). Herein, we report M-1121, a covalent and orally active inhibitor of the menin-MLL interaction capable of achieving complete and persistent tumor regression. M-1121 establishes covalent interactions with Cysteine 329 located in the MLL binding pocket of menin and potently inhibits growth of acute leukemia cell lines carrying MLL translocations with no activity in cell lines with wild-type MLL. Consistent with the mechanism of action, M-1121 drives dose-dependent down-regulation of <i>HOXA9</i> and <i>MEIS1</i> gene expression in the MLL-rearranged MV4;11 leukemia cell line. M-1121 is orally bioavailable and shows potent antitumor activity <i>in vivo</i> with tumor regressions observed at tolerated doses in the MV4;11 subcutaneous and disseminated models of MLL-rearranged leukemia. Together, our findings support development of an orally active covalent menin inhibitor as a new therapy for MLLr leukemia. "
1817579,Anti-proliferative activity against human MV4-11 cells harboring MLL/AF4 fusion protein assessed as cell growth inhibition measured after 4 days by Cell Titre Glo Luminescent Cell viability assay,CHEMBL5040192,ChEMBL,ChEMBL,Confirmatory,19,20,,2023/03/14 00:00,2023/03/14 00:00,"Title: Discovery of M-1121 as an Orally Active Covalent Inhibitor of Menin-MLL Interaction Capable of Achieving Complete and Long-Lasting Tumor Regression._||_Abstract: Targeting the menin-MLL protein-protein interaction is being pursued as a new therapeutic strategy for the treatment of acute leukemia carrying MLL-rearrangements (MLLr leukemia). Herein, we report M-1121, a covalent and orally active inhibitor of the menin-MLL interaction capable of achieving complete and persistent tumor regression. M-1121 establishes covalent interactions with Cysteine 329 located in the MLL binding pocket of menin and potently inhibits growth of acute leukemia cell lines carrying MLL translocations with no activity in cell lines with wild-type MLL. Consistent with the mechanism of action, M-1121 drives dose-dependent down-regulation of <i>HOXA9</i> and <i>MEIS1</i> gene expression in the MLL-rearranged MV4;11 leukemia cell line. M-1121 is orally bioavailable and shows potent antitumor activity <i>in vivo</i> with tumor regressions observed at tolerated doses in the MV4;11 subcutaneous and disseminated models of MLL-rearranged leukemia. Together, our findings support development of an orally active covalent menin inhibitor as a new therapy for MLLr leukemia. "
1817578,Binding affinity to menin (unknown origin) incubated for 1 hr by fluorescence polarization-based competitive binding assay,CHEMBL5040191,ChEMBL,ChEMBL,Confirmatory,20,20,1,2023/03/14 00:00,2023/03/14 00:00,"Title: Discovery of M-1121 as an Orally Active Covalent Inhibitor of Menin-MLL Interaction Capable of Achieving Complete and Long-Lasting Tumor Regression._||_Abstract: Targeting the menin-MLL protein-protein interaction is being pursued as a new therapeutic strategy for the treatment of acute leukemia carrying MLL-rearrangements (MLLr leukemia). Herein, we report M-1121, a covalent and orally active inhibitor of the menin-MLL interaction capable of achieving complete and persistent tumor regression. M-1121 establishes covalent interactions with Cysteine 329 located in the MLL binding pocket of menin and potently inhibits growth of acute leukemia cell lines carrying MLL translocations with no activity in cell lines with wild-type MLL. Consistent with the mechanism of action, M-1121 drives dose-dependent down-regulation of <i>HOXA9</i> and <i>MEIS1</i> gene expression in the MLL-rearranged MV4;11 leukemia cell line. M-1121 is orally bioavailable and shows potent antitumor activity <i>in vivo</i> with tumor regressions observed at tolerated doses in the MV4;11 subcutaneous and disseminated models of MLL-rearranged leukemia. Together, our findings support development of an orally active covalent menin inhibitor as a new therapy for MLLr leukemia. "
1817577,Suppression of MEIS1 gene expression in human MV4-11 cells at 30 nM measured after 24 hrs by qRT-PCR analysis,CHEMBL5040190,ChEMBL,ChEMBL,,1,1,,2023/03/14 00:00,2023/03/14 00:00,"Title: Discovery of M-1121 as an Orally Active Covalent Inhibitor of Menin-MLL Interaction Capable of Achieving Complete and Long-Lasting Tumor Regression._||_Abstract: Targeting the menin-MLL protein-protein interaction is being pursued as a new therapeutic strategy for the treatment of acute leukemia carrying MLL-rearrangements (MLLr leukemia). Herein, we report M-1121, a covalent and orally active inhibitor of the menin-MLL interaction capable of achieving complete and persistent tumor regression. M-1121 establishes covalent interactions with Cysteine 329 located in the MLL binding pocket of menin and potently inhibits growth of acute leukemia cell lines carrying MLL translocations with no activity in cell lines with wild-type MLL. Consistent with the mechanism of action, M-1121 drives dose-dependent down-regulation of <i>HOXA9</i> and <i>MEIS1</i> gene expression in the MLL-rearranged MV4;11 leukemia cell line. M-1121 is orally bioavailable and shows potent antitumor activity <i>in vivo</i> with tumor regressions observed at tolerated doses in the MV4;11 subcutaneous and disseminated models of MLL-rearranged leukemia. Together, our findings support development of an orally active covalent menin inhibitor as a new therapy for MLLr leukemia. "
1743095,Inhibition of Menin-MLL protein-protein interaction (unknown origin) preincubated for 1 hr in presence of FLSN-MBM1 peptide followed by compound addition and measured after 1 hr by fluorescence polarization assay,CHEMBL4774495,ChEMBL,ChEMBL,Confirmatory,18,22,2,2022/03/18 00:00,2022/08/30 00:00,"Title: Covalent and noncovalent constraints yield a figure eight-like conformation of a peptide inhibiting the menin-MLL interaction._||_Abstract: The interaction between menin and mixed lineage leukemia (MLL) was identified as an interesting target for treating some cancers including acute leukemia. On the basis of the known crystal structure of the MBM1-menin complex (MBM - menin binding motif), several cyclic peptides were designed. Elaboration of the effective cyclization strategy using a metathesis reaction allowed for a successfully large number of derivatives to be obtained. Subsequent optimization of the loop size, as well as N-terminal, central and C-terminal parts of the studied peptides resulted in structures exhibiting low nanomolar activities. A crystal structure of an inhibitor-menin complex revealed a compact conformation of the ligand molecule, which is stabilized not only by the introduction of a covalent linker but also three intramolecular hydrogen bonds. The inhibitor adopts a figure eight-like conformation, which perfectly fits the cleft of menin. We demonstrated that the development of compact, miniprotein-like structures is a highly effective approach for inhibition of protein-protein interactions. "
1743094,Inhibition of Menin-MLL protein-protein interaction (unknown origin) preincubated for 1 hr in presence of FLSN-MLL4-43 peptide followed by compound addition and measured after 1 hr by fluorescence polarization assay,CHEMBL4774494,ChEMBL,ChEMBL,Confirmatory,10,10,2,2022/03/18 00:00,2022/08/30 00:00,"Title: Covalent and noncovalent constraints yield a figure eight-like conformation of a peptide inhibiting the menin-MLL interaction._||_Abstract: The interaction between menin and mixed lineage leukemia (MLL) was identified as an interesting target for treating some cancers including acute leukemia. On the basis of the known crystal structure of the MBM1-menin complex (MBM - menin binding motif), several cyclic peptides were designed. Elaboration of the effective cyclization strategy using a metathesis reaction allowed for a successfully large number of derivatives to be obtained. Subsequent optimization of the loop size, as well as N-terminal, central and C-terminal parts of the studied peptides resulted in structures exhibiting low nanomolar activities. A crystal structure of an inhibitor-menin complex revealed a compact conformation of the ligand molecule, which is stabilized not only by the introduction of a covalent linker but also three intramolecular hydrogen bonds. The inhibitor adopts a figure eight-like conformation, which perfectly fits the cleft of menin. We demonstrated that the development of compact, miniprotein-like structures is a highly effective approach for inhibition of protein-protein interactions. "
1572510,Inhibition of full length human menin/FAM-tagged MLL1 (unknown origin) protein-protein interaction after 15 mins by fluorescence polarization assay,CHEMBL4370539,ChEMBL,ChEMBL,Confirmatory,2,18,2,2021/03/02 00:00,2022/08/30 00:00,"Title: Tranylcypromine and 6-trifluoroethyl thienopyrimidine hybrid as LSD1 inhibitor._||_Abstract: Tranylcypromine moiety extracted from LSD1 inhibitors and 6-trifluoroethyl thienopyrimidine moiety from menin-MLL1 PPI inhibitors were merged to give new chemotypes for medicinal chemistry study. Among 15 new compounds prepared in this work, some exhibited nanomolar LSD1 activity and good selectivity over MAO-A/B, low micromolar menin-MLL1 PPI inhibitory activity, as well as submicromolar MV4-11 antiprofilative activities. Intracellular LSD1 engagement of compounds with higher enzymatic and antiproliferative activities was confirmed by CD86 mRNA up-regulation experiments. "
1568970,Solubility of the compound,CHEMBL4366908,ChEMBL,ChEMBL,,,1,,2021/03/02 00:00,2021/03/02 00:00,"Title: Structure-Based Discovery of M-89 as a Highly Potent Inhibitor of the Menin-Mixed Lineage Leukemia (Menin-MLL) Protein-Protein Interaction._||_Abstract: Inhibition of the menin-mixed lineage leukemia (MLL) protein-protein interaction is a promising new therapeutic strategy for the treatment of acute leukemia carrying MLL fusion (MLL leukemia). We describe herein our structure-based design, synthesis, and evaluation of a new class of small-molecule inhibitors of the menin-MLL interaction (hereafter called menin inhibitors). Our efforts have resulted in the discovery of highly potent menin inhibitors, as exemplified by compound 42 (M-89). M-89 binds to menin with a Kd value of 1.4 nM and effectively engages cellular menin protein at low nanomolar concentrations. M-89 inhibits cell growth in the MV4;11 and MOLM-13 leukemia cell lines carrying MLL fusion with IC50 values of 25 and 55 nM, respectively, and demonstrates >100-fold selectivity over the HL-60 leukemia cell line lacking MLL fusion. The determination of a co-crystal structure of M-89 in a complex with menin provides the structural basis for their high-affinity interaction. Further optimization of M-89 may lead to a new class of therapy for the treatment of MLL leukemia. "
1568969,"Downregulation of MEIS1 expression in tumors of mouse xenografted with human MV411 cells at 50 mg/kg , ip administered daily for 3 days and measured after 6 to 48 hrs by RT-qPCR analysis",CHEMBL4366907,ChEMBL,ChEMBL,,1,1,,2021/03/02 00:00,2021/03/02 00:00,"Title: Structure-Based Discovery of M-89 as a Highly Potent Inhibitor of the Menin-Mixed Lineage Leukemia (Menin-MLL) Protein-Protein Interaction._||_Abstract: Inhibition of the menin-mixed lineage leukemia (MLL) protein-protein interaction is a promising new therapeutic strategy for the treatment of acute leukemia carrying MLL fusion (MLL leukemia). We describe herein our structure-based design, synthesis, and evaluation of a new class of small-molecule inhibitors of the menin-MLL interaction (hereafter called menin inhibitors). Our efforts have resulted in the discovery of highly potent menin inhibitors, as exemplified by compound 42 (M-89). M-89 binds to menin with a Kd value of 1.4 nM and effectively engages cellular menin protein at low nanomolar concentrations. M-89 inhibits cell growth in the MV4;11 and MOLM-13 leukemia cell lines carrying MLL fusion with IC50 values of 25 and 55 nM, respectively, and demonstrates >100-fold selectivity over the HL-60 leukemia cell line lacking MLL fusion. The determination of a co-crystal structure of M-89 in a complex with menin provides the structural basis for their high-affinity interaction. Further optimization of M-89 may lead to a new class of therapy for the treatment of MLL leukemia. "
1568968,"Downregulation of Hoxa9 expression in tumors of mouse xenografted with human MV411 cells at 50 mg/kg , ip administered daily for 3 days and measured after 6 to 48 hrs by RT-qPCR analysis",CHEMBL4366906,ChEMBL,ChEMBL,,1,1,,2021/03/02 00:00,2021/03/02 00:00,"Title: Structure-Based Discovery of M-89 as a Highly Potent Inhibitor of the Menin-Mixed Lineage Leukemia (Menin-MLL) Protein-Protein Interaction._||_Abstract: Inhibition of the menin-mixed lineage leukemia (MLL) protein-protein interaction is a promising new therapeutic strategy for the treatment of acute leukemia carrying MLL fusion (MLL leukemia). We describe herein our structure-based design, synthesis, and evaluation of a new class of small-molecule inhibitors of the menin-MLL interaction (hereafter called menin inhibitors). Our efforts have resulted in the discovery of highly potent menin inhibitors, as exemplified by compound 42 (M-89). M-89 binds to menin with a Kd value of 1.4 nM and effectively engages cellular menin protein at low nanomolar concentrations. M-89 inhibits cell growth in the MV4;11 and MOLM-13 leukemia cell lines carrying MLL fusion with IC50 values of 25 and 55 nM, respectively, and demonstrates >100-fold selectivity over the HL-60 leukemia cell line lacking MLL fusion. The determination of a co-crystal structure of M-89 in a complex with menin provides the structural basis for their high-affinity interaction. Further optimization of M-89 may lead to a new class of therapy for the treatment of MLL leukemia. "
1568967,Induction of differentiation in human MV4-11 cells assessed as increase in CD11b positive cells after 48 hrs by phycoerythrin staining-based flow cytometric analysis,CHEMBL4366905,ChEMBL,ChEMBL,,,1,,2021/03/02 00:00,2021/03/02 00:00,"Title: Structure-Based Discovery of M-89 as a Highly Potent Inhibitor of the Menin-Mixed Lineage Leukemia (Menin-MLL) Protein-Protein Interaction._||_Abstract: Inhibition of the menin-mixed lineage leukemia (MLL) protein-protein interaction is a promising new therapeutic strategy for the treatment of acute leukemia carrying MLL fusion (MLL leukemia). We describe herein our structure-based design, synthesis, and evaluation of a new class of small-molecule inhibitors of the menin-MLL interaction (hereafter called menin inhibitors). Our efforts have resulted in the discovery of highly potent menin inhibitors, as exemplified by compound 42 (M-89). M-89 binds to menin with a Kd value of 1.4 nM and effectively engages cellular menin protein at low nanomolar concentrations. M-89 inhibits cell growth in the MV4;11 and MOLM-13 leukemia cell lines carrying MLL fusion with IC50 values of 25 and 55 nM, respectively, and demonstrates >100-fold selectivity over the HL-60 leukemia cell line lacking MLL fusion. The determination of a co-crystal structure of M-89 in a complex with menin provides the structural basis for their high-affinity interaction. Further optimization of M-89 may lead to a new class of therapy for the treatment of MLL leukemia. "
1568966,Induction apoptosis in human MV4-11 cells by Annexin V/propidium iodide staining based flow cytometry,CHEMBL4366904,ChEMBL,ChEMBL,,,1,,2021/03/02 00:00,2021/03/02 00:00,"Title: Structure-Based Discovery of M-89 as a Highly Potent Inhibitor of the Menin-Mixed Lineage Leukemia (Menin-MLL) Protein-Protein Interaction._||_Abstract: Inhibition of the menin-mixed lineage leukemia (MLL) protein-protein interaction is a promising new therapeutic strategy for the treatment of acute leukemia carrying MLL fusion (MLL leukemia). We describe herein our structure-based design, synthesis, and evaluation of a new class of small-molecule inhibitors of the menin-MLL interaction (hereafter called menin inhibitors). Our efforts have resulted in the discovery of highly potent menin inhibitors, as exemplified by compound 42 (M-89). M-89 binds to menin with a Kd value of 1.4 nM and effectively engages cellular menin protein at low nanomolar concentrations. M-89 inhibits cell growth in the MV4;11 and MOLM-13 leukemia cell lines carrying MLL fusion with IC50 values of 25 and 55 nM, respectively, and demonstrates >100-fold selectivity over the HL-60 leukemia cell line lacking MLL fusion. The determination of a co-crystal structure of M-89 in a complex with menin provides the structural basis for their high-affinity interaction. Further optimization of M-89 may lead to a new class of therapy for the treatment of MLL leukemia. "
1568965,Inhibition of Menin-MLL protein-protein interaction in human MOLM13 cells assessed as reduction in MEIS1 mRNA expression at 100 nM to 1 uM after 48 hrs by RT-qPCR analysis,CHEMBL4366903,ChEMBL,ChEMBL,,1,1,2,2021/03/02 00:00,2022/03/18 00:00,"Title: Structure-Based Discovery of M-89 as a Highly Potent Inhibitor of the Menin-Mixed Lineage Leukemia (Menin-MLL) Protein-Protein Interaction._||_Abstract: Inhibition of the menin-mixed lineage leukemia (MLL) protein-protein interaction is a promising new therapeutic strategy for the treatment of acute leukemia carrying MLL fusion (MLL leukemia). We describe herein our structure-based design, synthesis, and evaluation of a new class of small-molecule inhibitors of the menin-MLL interaction (hereafter called menin inhibitors). Our efforts have resulted in the discovery of highly potent menin inhibitors, as exemplified by compound 42 (M-89). M-89 binds to menin with a Kd value of 1.4 nM and effectively engages cellular menin protein at low nanomolar concentrations. M-89 inhibits cell growth in the MV4;11 and MOLM-13 leukemia cell lines carrying MLL fusion with IC50 values of 25 and 55 nM, respectively, and demonstrates >100-fold selectivity over the HL-60 leukemia cell line lacking MLL fusion. The determination of a co-crystal structure of M-89 in a complex with menin provides the structural basis for their high-affinity interaction. Further optimization of M-89 may lead to a new class of therapy for the treatment of MLL leukemia. "
1568964,Inhibition of Menin-MLL protein-protein interaction in human MV411 cells assessed as reduction in MEIS1 mRNA expression at 30 to 300 nM after 48 hrs by RT-qPCR analysis,CHEMBL4366902,ChEMBL,ChEMBL,,1,1,2,2021/03/02 00:00,2022/03/18 00:00,"Title: Structure-Based Discovery of M-89 as a Highly Potent Inhibitor of the Menin-Mixed Lineage Leukemia (Menin-MLL) Protein-Protein Interaction._||_Abstract: Inhibition of the menin-mixed lineage leukemia (MLL) protein-protein interaction is a promising new therapeutic strategy for the treatment of acute leukemia carrying MLL fusion (MLL leukemia). We describe herein our structure-based design, synthesis, and evaluation of a new class of small-molecule inhibitors of the menin-MLL interaction (hereafter called menin inhibitors). Our efforts have resulted in the discovery of highly potent menin inhibitors, as exemplified by compound 42 (M-89). M-89 binds to menin with a Kd value of 1.4 nM and effectively engages cellular menin protein at low nanomolar concentrations. M-89 inhibits cell growth in the MV4;11 and MOLM-13 leukemia cell lines carrying MLL fusion with IC50 values of 25 and 55 nM, respectively, and demonstrates >100-fold selectivity over the HL-60 leukemia cell line lacking MLL fusion. The determination of a co-crystal structure of M-89 in a complex with menin provides the structural basis for their high-affinity interaction. Further optimization of M-89 may lead to a new class of therapy for the treatment of MLL leukemia. "
1568963,Inhibition of Menin-MLL protein-protein interaction in human MOLM13 cells assessed as reduction in Hoxa9 mRNA expression at 100 nM to 1 uM after 48 hrs by RT-qPCR analysis,CHEMBL4366901,ChEMBL,ChEMBL,,1,1,2,2021/03/02 00:00,2022/03/18 00:00,"Title: Structure-Based Discovery of M-89 as a Highly Potent Inhibitor of the Menin-Mixed Lineage Leukemia (Menin-MLL) Protein-Protein Interaction._||_Abstract: Inhibition of the menin-mixed lineage leukemia (MLL) protein-protein interaction is a promising new therapeutic strategy for the treatment of acute leukemia carrying MLL fusion (MLL leukemia). We describe herein our structure-based design, synthesis, and evaluation of a new class of small-molecule inhibitors of the menin-MLL interaction (hereafter called menin inhibitors). Our efforts have resulted in the discovery of highly potent menin inhibitors, as exemplified by compound 42 (M-89). M-89 binds to menin with a Kd value of 1.4 nM and effectively engages cellular menin protein at low nanomolar concentrations. M-89 inhibits cell growth in the MV4;11 and MOLM-13 leukemia cell lines carrying MLL fusion with IC50 values of 25 and 55 nM, respectively, and demonstrates >100-fold selectivity over the HL-60 leukemia cell line lacking MLL fusion. The determination of a co-crystal structure of M-89 in a complex with menin provides the structural basis for their high-affinity interaction. Further optimization of M-89 may lead to a new class of therapy for the treatment of MLL leukemia. "
1568962,Inhibition of Menin-MLL protein-protein interaction in human MV411 cells assessed as reduction in Hoxa9 mRNA expression at 30 to 300 nM after 48 hrs by RT-qPCR analysis,CHEMBL4366900,ChEMBL,ChEMBL,,1,1,2,2021/03/02 00:00,2022/03/18 00:00,"Title: Structure-Based Discovery of M-89 as a Highly Potent Inhibitor of the Menin-Mixed Lineage Leukemia (Menin-MLL) Protein-Protein Interaction._||_Abstract: Inhibition of the menin-mixed lineage leukemia (MLL) protein-protein interaction is a promising new therapeutic strategy for the treatment of acute leukemia carrying MLL fusion (MLL leukemia). We describe herein our structure-based design, synthesis, and evaluation of a new class of small-molecule inhibitors of the menin-MLL interaction (hereafter called menin inhibitors). Our efforts have resulted in the discovery of highly potent menin inhibitors, as exemplified by compound 42 (M-89). M-89 binds to menin with a Kd value of 1.4 nM and effectively engages cellular menin protein at low nanomolar concentrations. M-89 inhibits cell growth in the MV4;11 and MOLM-13 leukemia cell lines carrying MLL fusion with IC50 values of 25 and 55 nM, respectively, and demonstrates >100-fold selectivity over the HL-60 leukemia cell line lacking MLL fusion. The determination of a co-crystal structure of M-89 in a complex with menin provides the structural basis for their high-affinity interaction. Further optimization of M-89 may lead to a new class of therapy for the treatment of MLL leukemia. "
